cost,component,location,carrier,0
capital,Generator,SI0 0,solar-hsat,644757.01772
capital,Generator,SI0 0,urban central solar thermal,181654.85968
capital,Generator,SK0 0,load,0.0
capital,Generator,SK0 0,nuclear,1462359888.05377
capital,Generator,SK0 0,onwind,928778.82725
capital,Generator,SK0 0,residential rural solar thermal,182616.66336
capital,Generator,SK0 0,residential urban decentral solar thermal,181769.79352
capital,Generator,SK0 0,ror,375255980.16312
capital,Generator,SK0 0,services rural solar thermal,182463.83854
capital,Generator,SK0 0,services urban decentral solar thermal,182446.63207
capital,Generator,SK0 0,solar,250940957.38526
capital,Generator,SK0 0,solar rooftop,2048141.13098
capital,Generator,SK0 0,solar-hsat,1912418.53369
capital,Generator,SK0 0,urban central solar thermal,160518.92173
capital,Generator,XK0 0,load,0.0
capital,Generator,XK0 0,onwind,12714681.77371
capital,Generator,XK0 0,residential rural solar thermal,176395.92223
capital,Generator,XK0 0,residential urban decentral solar thermal,176771.74084
capital,Generator,XK0 0,ror,9306745.23148
capital,Generator,XK0 0,services rural solar thermal,164251.12563
capital,Generator,XK0 0,services urban decentral solar thermal,200930.86346
capital,Generator,XK0 0,solar,35039932.72974
capital,Generator,XK0 0,solar rooftop,7346585.98895
capital,Generator,XK0 0,solar-hsat,1358994.36653
capital,Generator,XK0 0,urban central solar thermal,142504.50711
capital,Line,AL0 0,AC,126288006.50855
capital,Line,AT0 0,AC,790652253.34134
capital,Line,BA0 0,AC,155805936.21114
capital,Line,BE0 0,AC,238557176.21153
capital,Line,BG0 0,AC,331250383.95176
capital,Line,CH0 0,AC,1106679652.95448
capital,Line,CZ0 0,AC,261270341.64627
capital,Line,DE0 0,AC,1218153952.50565
