component,carrier,location,bus_carrier,0
Generator,load,RO0 0,AC,6.90762
Generator,load,RO0 0,EV battery,8.58407
Generator,load,RO0 0,H2,6.06602
Generator,load,RO0 0,battery,7.00633
Generator,load,RO0 0,home battery,7.10504
Generator,load,RO0 0,low voltage,6.9573
Generator,load,RO0 0,residential rural heat,0.0
Generator,load,RO0 0,residential urban decentral heat,0.0
Generator,load,RO0 0,services rural heat,0.0
Generator,load,RO0 0,services urban decentral heat,0.0
Generator,load,RO0 0,urban central heat,0.0
Generator,load,RS0 0,AC,8.27776
Generator,load,RS0 0,EV battery,8.31087
Generator,load,RS0 0,H2,6.06497
Generator,load,RS0 0,battery,8.29209
Generator,load,RS0 0,home battery,8.30907
Generator,load,RS0 0,low voltage,8.28656
Generator,load,RS0 0,residential rural heat,0.0
Generator,load,RS0 0,residential urban decentral heat,0.0
Generator,load,RS0 0,services rural heat,0.0
Generator,load,RS0 0,services urban decentral heat,0.0
Generator,load,RS0 0,urban central heat,0.0
Generator,load,SE1 0,AC,6.97925
Generator,load,SE1 0,EV battery,8.54957
Generator,load,SE1 0,H2,6.07135
Generator,load,SE1 0,battery,6.98062
Generator,load,SE1 0,home battery,7.1019
Generator,load,SE1 0,low voltage,6.96664
Generator,load,SE1 0,residential rural heat,0.0
Generator,load,SE1 0,residential urban decentral heat,0.0
Generator,load,SE1 0,services rural heat,0.0
Generator,load,SE1 0,services urban decentral heat,0.0
Generator,load,SE1 0,urban central heat,0.0
Generator,load,SI0 0,AC,6.891
Generator,load,SI0 0,EV battery,8.30022
Generator,load,SI0 0,H2,6.06471
Generator,load,SI0 0,battery,6.97398
Generator,load,SI0 0,home battery,7.0872
Generator,load,SI0 0,low voltage,6.93732
Generator,load,SI0 0,residential rural heat,0.0
Generator,load,SI0 0,residential urban decentral heat,0.0
Generator,load,SI0 0,services rural heat,0.0
Generator,load,SI0 0,services urban decentral heat,0.0
Generator,load,SI0 0,urban central heat,0.0
Generator,load,SK0 0,AC,6.90149
Generator,load,SK0 0,EV battery,8.45908
Generator,load,SK0 0,H2,6.06869
Generator,load,SK0 0,battery,6.99312
Generator,load,SK0 0,home battery,7.07556
Generator,load,SK0 0,low voltage,6.94274
Generator,load,SK0 0,residential rural heat,0.0
Generator,load,SK0 0,residential urban decentral heat,0.0
Generator,load,SK0 0,services rural heat,0.0
Generator,load,SK0 0,services urban decentral heat,0.0
Generator,load,SK0 0,urban central heat,0.0
Generator,load,XK0 0,AC,8.35431
Generator,load,XK0 0,EV battery,6.69628
Generator,load,XK0 0,H2,6.06358
Generator,load,XK0 0,battery,8.39178
Generator,load,XK0 0,home battery,8.42609
Generator,load,XK0 0,low voltage,8.37108
Generator,load,XK0 0,residential rural heat,0.0
Generator,load,XK0 0,residential urban decentral heat,0.0
Generator,load,XK0 0,services rural heat,0.0
Generator,load,XK0 0,services urban decentral heat,0.0
Generator,load,XK0 0,urban central heat,0.0
Generator,nuclear,BE0 0,AC,29789157.61458
Generator,nuclear,BG0 0,AC,8911421.00025
Generator,nuclear,CH0 0,AC,14436875.14444
Generator,nuclear,CZ0 0,AC,21982426.54269
Generator,nuclear,DE0 0,AC,88635517.71619
Generator,nuclear,DE0 1,AC,43356789.9755
Generator,nuclear,ES0 0,AC,23199190.83709
Generator,nuclear,ES6 0,AC,15075985.89118
Generator,nuclear,FI1 0,AC,23084757.28332
Generator,nuclear,FR0 0,AC,215941555.36654
Generator,nuclear,GB2 0,AC,57487157.26181
Generator,nuclear,GB3 0,AC,10396456.77637
Generator,nuclear,HU0 0,AC,9211580.7129
Generator,nuclear,IT0 0,AC,7490919.73955
Generator,nuclear,LT0 0,AC,15222158.81233
Generator,nuclear,NL0 0,AC,300328.48746
Generator,nuclear,RO0 0,AC,5868978.88266
Generator,nuclear,SE1 0,AC,46672309.28408
Generator,nuclear,SI0 0,AC,3300941.28461
Generator,nuclear,SK0 0,AC,9908151.19612
Generator,offwind-ac,AL0 0,AC,930012.59995
Generator,offwind-ac,BA0 0,AC,2627.66112
Generator,offwind-ac,BE0 0,AC,9802170.38769
Generator,offwind-ac,BG0 0,AC,141458.11233
Generator,offwind-ac,DE0 0,AC,33450866.66587
Generator,offwind-ac,DE0 1,AC,9331845.27789
Generator,offwind-ac,DK0 0,AC,6560709.98508
Generator,offwind-ac,DK1 0,AC,48045193.90911
Generator,offwind-ac,EE0 0,AC,89909.784
Generator,offwind-ac,ES0 0,AC,52737.42166
Generator,offwind-ac,ES6 0,AC,17625.31267
Generator,offwind-ac,FI1 0,AC,248031.25095
Generator,offwind-ac,FR0 0,AC,9941724.66731
Generator,offwind-ac,FR5 0,AC,16387.15512
Generator,offwind-ac,GB2 0,AC,518703033.46507
Generator,offwind-ac,GB3 0,AC,25041342.81496
Generator,offwind-ac,GR0 0,AC,57300.18936
Generator,offwind-ac,HR0 0,AC,55211.50338
Generator,offwind-ac,IE3 0,AC,208963119.12814
Generator,offwind-ac,IT0 0,AC,45505.77576
Generator,offwind-ac,IT4 0,AC,40704.38597
Generator,offwind-ac,LT0 0,AC,138570.80374
Generator,offwind-ac,LV0 0,AC,112528.2496
Generator,offwind-ac,ME0 0,AC,36195.77959
Generator,offwind-ac,NL0 0,AC,24451901.58138
Generator,offwind-ac,NO1 0,AC,56783781.35821
Generator,offwind-ac,PL0 0,AC,27910728.25983
Generator,offwind-ac,PT0 0,AC,242365.21301
Generator,offwind-ac,RO0 0,AC,5335380.57462
Generator,offwind-ac,SE1 0,AC,1274842.24946
Generator,offwind-ac,SI0 0,AC,5530.34649
Generator,offwind-dc,AL0 0,AC,15814279.83383
Generator,offwind-dc,BE0 0,AC,4028087.62637
Generator,offwind-dc,BG0 0,AC,7438014.3755
Generator,offwind-dc,DE0 0,AC,69818700.77215
Generator,offwind-dc,DE0 1,AC,1218589.86444
Generator,offwind-dc,DK0 0,AC,191402.26186
Generator,offwind-dc,DK1 0,AC,13288093.49887
Generator,offwind-dc,EE0 0,AC,60819.44526
Generator,offwind-dc,ES0 0,AC,633672.77295
Generator,offwind-dc,ES6 0,AC,41349.44963
Generator,offwind-dc,FI1 0,AC,178373955.41769
Generator,offwind-dc,FR0 0,AC,1042733085.12499
Generator,offwind-dc,FR5 0,AC,33283.31633
Generator,offwind-dc,GB2 0,AC,345044.24583
Generator,offwind-dc,GB3 0,AC,7232346.63619
Generator,offwind-dc,GR0 0,AC,162965.01925
Generator,offwind-dc,HR0 0,AC,122102.20064
Generator,offwind-dc,IE3 0,AC,152623907.79119
Generator,offwind-dc,IT0 0,AC,283795269.78527
Generator,offwind-dc,IT4 0,AC,195361.56249
Generator,offwind-dc,LT0 0,AC,3434289.07283
Generator,offwind-dc,LV0 0,AC,904394.89355
Generator,offwind-dc,ME0 0,AC,6310322.35531
Generator,offwind-dc,NL0 0,AC,338997.26332
Generator,offwind-dc,NO1 0,AC,1813658.61145
Generator,offwind-dc,PL0 0,AC,80497932.00791
Generator,offwind-dc,PT0 0,AC,207132.03305
Generator,offwind-dc,RO0 0,AC,71242491.50279
