,Activity,database,Friendly name,Activity long,Unit,Multiplier,Location,Aluminium,Chromium,Cobalt,Copper,Dysprosium,Gallium,Germanium,Graphite,Indium,Iridium,Lithium,Manganese,Neodymium,Nickel,Palladium,Platinum,Praseodymium,Selenium,Silicon,Silver,Tellurium,Vanadium,Zinc
237,"battery production, Li-ion, NMC532",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,NMC532,"battery production, Li-ion, NMC532 (GLO)",kilogram,1.0,GLO,0.2340070540137045,0.016905239560064,0.0522677475964244,0.2405469013338793,2.796920873319607e-07,4.2941212427976e-06,5.4451125811764096e-08,0.0004100294966672,3.8604874307675075e-07,4.587328522704834e-09,0.0200814389091487,0.0562219675931891,3.512692200092873e-05,0.0545231807765176,1.217958383510431e-06,5.54425750496473e-08,1.1042725034008915e-05,5.2169282476643017e-05,0.2691228398203225,0.0001073373057548,3.416862707142775e-09,8.288370298642733e-06,0.0230835290503397
238,"battery production, Li-ion, NMC111, rechargeable, prismatic",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,NMC111,"battery production, Li-ion, NMC111, rechargeable, prismatic (CN)",kWh,0.143,CN,1.5694974781235127,0.0136119106194297,0.40618558986570286,1.5708354762764896,2.0332773983401905e-06,3.057703058172005e-05,5.3142691641456574e-08,0.0028780971678916086,3.86825626309896e-07,4.399267426092351e-09,0.07441788719228112,0.593207514200977,0.00022061395096296366,0.2767589054032427,8.514540355165259e-06,3.790159844364201e-07,6.903200765234694e-05,5.203441063388938e-05,0.2065917970150185,0.0007501576572559441,-5.684105589276454e-07,6.13216419342596e-05,0.16311982528359792
239,"market for electricity, medium voltage",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"North India electricity grid, medium voltage","market for electricity, medium voltage (IN-Northern grid)",kWh,1.0,IN-Northern grid,0.0003843352684948,2.960427979222784e-05,3.063713456900726e-07,0.0001625879383943,9.757388442644121e-09,4.72338794571538e-07,1.1844911406516488e-10,1.0585269119074212e-05,4.246590213192795e-09,2.99301949446615e-10,5.6448324916619954e-08,3.7572171512236744e-05,8.60765334321667e-08,2.9740231857529625e-05,2.551319192269033e-10,7.528202888615311e-10,3.3533622906435824e-08,6.859583227195021e-08,0.0005248882487972,5.528629164624691e-07,5.1493832528088e-10,3.8845648524652585e-07,6.782856076423281e-05
240,"market for electricity, low voltage",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Alberta electricity market, low voltage","market for electricity, low voltage (CA-AB)",kWh,1.0,CA-AB,0.0003186146112842,3.013765974192289e-05,1.772623236033196e-07,8.0309363043342e-05,4.463233410375598e-09,2.333140985593338e-07,3.9284240625096966e-10,5.435552784913422e-06,1.5042937824051675e-09,1.5652874802160306e-10,5.0050591339020644e-08,2.678912788952373e-05,4.1670997563970946e-08,2.315905128361329e-05,1.2733999272905667e-10,1.9756767533243288e-10,1.5365427586218238e-08,3.4225027184459585e-08,0.000275556396032,2.790407340144963e-07,8.409693438135384e-09,1.758199408204895e-07,3.879597481855394e-05
241,"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Rooftop PV - a-Si,"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof (RoW)",MW,0.003,RoW,58855.40878517799,11.18629771491297,16.894633880167,10299.604896188088,0.039363182507700004,0.7014859423516,0.1778451963405464,218.35717717924433,0.0023176836106781,2.815458995942134e-06,2.1116438492786664,2053.5838404588058,1.1735470563407,1881.3600801530026,0.014931286894107222,0.0058794987402639234,0.35464399261363333,0.0129285055179485,28.439255870039094,2.1307474224287666,16.16858575070363,1.4231422401607,45497.922201358146
242,"electrolyzer production, 1MWe, AEC, Stack",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,H2 Electrolyzer,"electrolyzer production, 1MWe, AEC, Stack (RER)",MW,1.0,RER,881.2788358650101,4434.448086868942,10.388357207181729,289.8649766741593,0.0074680394487944,0.1118419057397674,0.0010290277387543,78.70609569918251,0.0143196431518779,0.0001481429049242,0.5118274385030817,61.68008829179792,0.2147845246826703,5848.4059139734845,0.0003937722036314,1.2423153535602336,0.0613073162013523,0.1292029099150761,799.8809927766741,234.57395438722253,0.0070075151925822,0.2600959852590798,1164.768570272622
243,"gas power plant construction, combined cycle, 400MW electrical",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,,"gas power plant construction, combined cycle, 400MW electrical (RER)",MW,400.0,RER,955.1239845223648,398190.60915889905,4.073200561144287,963.8979116383975,0.0023463392752389165,0.03659569095358111,0.2122617061181138,2.2921935833357785,0.8983950399937736,0.0537397361007998,0.28807234670817405,271.096915733539,0.04640937141413035,752.1815737583004,0.001385473784418235,0.0006151875794803935,0.008503440042531885,157.86123442823333,248222.23162733877,0.10148576683235902,-0.00030556784531192297,0.07537295264420603,115.29994046230067
244,"wind power plant construction, 2MW, offshore, moving parts, direct drive",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Wind, offshore, moving parts (Bonus 2 MW), DD","wind power plant construction, 2MW, offshore, moving parts, direct drive (GLO)",MW,2.0,GLO,1392.9628068032096,12277.862722807338,5.500391495174422,916.3600687018481,9.255468816329495,0.0860867797703319,0.0028313642602485,5.462410385282062,0.0766292021267469,0.0002408632500217,0.7721291149291867,1168.5749804187028,97.16927647738184,4216.725565502276,0.0012732591628319,0.0005660444206497,35.03694181793515,1.0205756221150448,3266.2989721410763,0.2600535999878939,0.00529537977392305,50.6201826492507,595.3330143936008
245,"heat pump production, 30kW",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Heat pump,"heat pump production, 30kW (RER)",MW,0.03,RER,92.29290213526927,1.9669551771020832,2.58131829339775,1799.7325182171467,0.0010482478885035743,0.01782058515525667,5.682894785946304e-06,0.48396916931310335,9.633726402646653e-05,1.5346618952871525e-06,0.09848043806422001,121.94713748721198,0.11375828142154668,103.94304249496365,0.002558469762380635,0.0009051682187947667,0.03579480677817334,0.0224030906649874,23.59029874005113,0.04516150447387667,-0.0034522125395633333,0.03482447687680333,177.07239917542591
246,"market for battery capacity, Sodium-ion, SiB, stationary",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Market for SiB, stationary","market for battery capacity, Sodium-ion, SiB, stationary (GLO)",MWh,0.001,GLO,483.192173196204,0.0635645157665399,14.1504042728775,466.3138580274479,0.0020167969220292545,0.025347625806058528,3.197459665789759e-07,1.1770131712964,9.297820310421958e-07,3.2892128158127686e-08,0.1698958488335,1035.9649867544254,0.054488308998247685,246.11787096203219,0.0002891498669352869,0.00013888919896166727,0.014251293754703132,7.317927703987392e-05,0.9468383486542434,0.06469837635859467,0.0009651723588691796,0.0640697300632399,51.26603829018
247,"wind turbine construction, 4.5MW, onshore",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Wind, onshore (Enercon E112)","wind turbine construction, 4.5MW, onshore (GLO)",MW,4.5,GLO,1935.890927948118,5001.513011226416,17.590549813990425,8689.880280626352,1.273986735159444,0.2343509735563131,0.039192642051521,10.182493898853224,0.2919978934470558,0.0035076596612662,4.908232068171858,3773.1475671547532,10.080083810281113,1374.493042187054,0.013320413221127977,0.005042855457181288,4.066786015596957,16.856487423560754,21525.53296945628,1.3276266584142125,-0.008832345256870468,50.88210365583098,5514.782968931583
248,"nuclear power plant construction, pressure water reactor, 1000MW",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Pressure water reactor - FR,"nuclear power plant construction, pressure water reactor, 1000MW (FR)",MW,1000.0,FR,513.7085041125827,574188.9027686847,3.6000662457436374,1395.9421036478443,0.01368521801581394,0.17637943987639348,2.2422544874740544,4.487787087285385,5807.707239463773,0.3699133360284776,1.1951027733660213,1213.492474639312,0.2444775713347838,877.3417556393364,0.0020724100856109946,0.0010129787209887692,0.055279973505365704,675.9900503157443,1034530.918264655,8.82306789954365,0.0025485082266599283,1.1419632234763504,475.6062829785177
249,"electricity production, natural gas, combined cycle power plant",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,,"electricity production, natural gas, combined cycle power plant (CH)",KWh,1.0,CH,0.0001019147701149,5.1452555041875506e-05,2.7764263066486586e-07,0.0001171594474689,5.240913419451636e-10,1.1340123662309088e-08,1.0435927117772074e-10,3.9671248366695625e-07,6.678514019498984e-10,1.2881430625544483e-11,5.47000390016661e-08,1.5840040929250797e-05,1.1387289522634561e-08,4.122757019065893e-05,3.2855009801369e-10,6.471624908857827e-11,2.430512175172812e-09,4.8086289311935865e-08,0.0014419801829171,3.5882517848725054e-08,4.659369772909731e-11,1.7178701331038232e-08,4.713574716309853e-05
250,"market for battery capacity, Li-ion, LFP, stationary",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Market for LFP, stationary","market for battery capacity, Li-ion, LFP, stationary (GLO)",MWh,0.001,GLO,1319.6288526111498,0.0373147425772203,1.1133861159896,672.247650496984,0.0014132213247384333,0.021797797038454175,3.0955493467048234e-07,2.5246753004601,2.0396989111397076e-06,2.2403689118332693e-08,61.976257403106096,16.2661266484714,0.2682960153004,41.0633802661173,0.006877117695243642,0.0002886705717964293,0.08569148030617935,0.000293608384883,0.430982789344638,0.6030083206483,-0.00013193407885496038,0.042095842777522756,121.71405821243619
251,"wind turbine network connection construction, 4.5MW, onshore",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,,"wind turbine network connection construction, 4.5MW, onshore (GLO)",,,GLO,,1407.139782580181,,,,,0.0013251409034253,,0.0313993366808961,0.0001891281580355,,,,,,,,6.68696849579535,7454.139632515108,,,,
252,"market for battery capacity, Li-ion, NMC622, stationary",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Market for NMC622, stationary","market for battery capacity, Li-ion, NMC622, stationary (GLO)",MWh,0.001,GLO,1276.4694037446952,0.10338322537707,197.1104375320406,1274.219818857059,0.0016518481211488837,0.024634387839497528,3.576248607704793e-07,2.2163742596514,2.131252834211727e-06,2.6014634997133116e-08,105.8425253949499,303.71844977232746,0.19348521224690002,344.18248484706646,0.006430874719566968,0.00030241476129684483,0.059885313603314935,0.000277618209325,1.654608834531095,0.5755896600222999,0.00017623838194007603,0.04722869836836746,125.46507291949091
253,"wind power plant construction, 2MW, offshore, fixed parts, direct drive",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Wind, offshore, fixed parts(Bonus 2 MW), DD","wind power plant construction, 2MW, offshore, fixed parts, direct drive (GLO)",MW,2.0,GLO,474.2722210584655,388.0424006491491,5.273410020450526,1835.918442302984,0.0076970256151732,0.1033396591960702,0.0067420774661996,2.786401537098731,0.0484306593151331,0.0009664660932783,1.8900139543482963,1403.9241828789316,0.23278234526628516,623.8927049735746,0.002751627363759,0.0012490530902182,0.0262643120295824,1.5269528890609478,3650.512115700666,0.5168212579170474,0.0014233020876179,0.1840840049533091,311.41431749018756
254,"market for battery capacity, Li-ion, NMC111",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Market for NMC111,"market for battery capacity, Li-ion, NMC111 (GLO)",MWh,0.001,GLO,1548.286208852387,0.0968264484570245,397.9190764839113,1548.523756075921,0.002236929221050374,0.03213725587833878,4.894944999017251e-07,2.8832711915027,2.7903875441850912e-06,3.466640422394419e-08,72.96030648669539,582.5770461247776,0.2304379836265,273.7750820617908,0.008360119857015052,0.00038706387044376025,0.0703564915884138,0.0003602263406302,1.4346730635357443,0.7512091035761,0.0007202652246086705,0.06319707865056265,167.51368112727317
255,"wind power plant construction, 800kW, moving parts, direct drive",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Wind power plant, moving parts (Nordex N50/800 plant), DD","wind power plant construction, 800kW, moving parts, direct drive (GLO)",MW,0.8,GLO,1103.259568203949,3590.5395094979367,5.410364310609737,1729.3994012767796,9.254097913555063,0.06475313525488888,0.0008267818296189,4.730831584724973,0.0313720503511293,6.81991571246801e-05,0.5618301095953978,1110.2271855259914,97.13043959875743,3102.5180310822475,0.0024360963710484997,0.00093805621293725,35.02928804947663,0.6849798242928369,1453.4735246870946,0.19758950092088337,0.001096599516096625,50.57837348103712,655.502336961506
256,"battery module production, for SiB battery",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Sodium-ion,"battery module production, for SiB battery (GLO)",kilogram,1.0,GLO,0.0564431723027544,0.0071523871619908,0.0016894375336807,0.054587148595419,2.056932573250469e-07,2.626566570593812e-06,2.6215970981712352e-08,0.0001300229764001,9.05924704722324e-08,3.537116423583e-09,1.3606686350466544e-05,0.1241034946002881,4.756500499890057e-06,0.0291826976867675,3.2026892005873033e-08,1.5021877522595748e-08,1.304766365617189e-06,8.243624344831923e-06,0.110813117095901,5.938288991009176e-06,8.219005182807735e-08,6.970230722414319e-06,0.0050011722361897
257,"transmission network construction, electricity, high voltage direct current aerial line",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,HVDC transmission network construction,"transmission network construction, electricity, high voltage direct current aerial line (RER)",kilometer,1.0,RER,6945.102405481135,28.16066920380695,0.7756158629387098,86.35597729096631,0.0040456811549805,0.0447886551859904,0.0019526209898947,11.796680065206466,0.0071345152745345,9.598531062834815e-05,0.5507267342109343,291.34064501830954,0.1291882887804194,29.923202470442565,0.0015639924319007,0.00057251155133,0.0128273240923042,0.0330335900200008,695.8199997834265,0.200441747939986,0.0019427065833177,0.0898787116893044,628.9950437463287
258,"market for battery capacity, Li-ion, NMC111, stationary",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Market for NMC111, stationary","market for battery capacity, Li-ion, NMC111, stationary (GLO)",MWh,0.001,GLO,1548.2862086990804,0.0968264484512116,397.9190764837078,1548.5237560054184,0.002236929220683053,0.0321372558737503,4.894944996575739e-07,2.8832711911786997,2.7903875429771765e-06,3.466640421158923e-08,72.9603064865955,582.5770460956941,0.2304379836141,273.7750820476416,0.008360119856895058,0.0003870638703876063,0.0703564915873037,0.0003602263406012,1.4346730632026454,0.7512091035502,0.0007202652371306712,0.06319707864298761,167.5136810188381
259,"battery production, Li-ion, NMC622",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,NMC622,"battery production, Li-ion, NMC622 (GLO)",kilogram,1.0,GLO,0.2406527611600554,0.0191404218124811,0.0374019889495548,0.2404377667405614,2.751361651156905e-07,4.253588500396003e-06,5.373575168843878e-08,0.0004091417242356,3.825947832372736e-07,4.516955119192687e-09,0.0200809817729474,0.057424296557519,3.482855236645306e-05,0.0649666515783329,1.217788774672687e-06,5.560539043637222e-08,1.095597043154806e-05,5.21421831080498e-05,0.311193072498361,0.0001071990232157,-3.75944916497679e-10,8.236979229419048e-06,0.0226508276413243
260,"photovoltaic slanted-roof installation, 3kWp, single-Si, panel, mounted, on roof",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Rooftop PV - single-Si,"photovoltaic slanted-roof installation, 3kWp, single-Si, panel, mounted, on roof (RER)",MW,0.003,RER,14991.772886477245,1.0151484695083104,9.845539267588567,6453.179516565383,0.02171676029013089,17.623183754003534,5.984061874807415e-06,362.9470896436711,6.495486264791202e-05,1.2552653171178684e-06,0.9363935501721333,405.352502832146,0.5123426456371334,395.07246618543996,0.015894956150537192,0.003564426620219188,0.15731797406923334,0.0080399498585353,54.03248562194445,20.856539694754733,0.014730629688907593,0.7898227092471001,1350.441467561647
261,"nuclear power plant construction, pressure water reactor, 1000MW",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Pressure water reactor - CH,"nuclear power plant construction, pressure water reactor, 1000MW (CH)",MW,1000.0,CH,467.1419823576536,562373.8823844679,3.1232686351893224,1376.8926439799318,0.0081634680653451,0.22567529519895554,1.142287596006361,5.455192855815416,5806.669039431759,0.3131884244959584,0.6414771777513723,1195.265012930027,0.1559497705867678,865.430291023658,0.0020066854204365448,0.0008980823334279193,0.038622426329978345,669.5220748193143,1054608.3702781417,8.770712448792313,-0.0014042586189250733,0.9558128457001484,448.60819035640895
262,"market for battery capacity, redox-flow, Vanadium, stationary",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Market for vanadium redox-flow battery,"market for battery capacity, redox-flow, Vanadium, stationary (GLO)",kWh,0.001,GLO,125.10591526651598,0.1111174928187045,0.8294333489543,394.25979868180923,0.002954727345633771,0.03306505910172774,6.623204548104608e-07,795.6290240668447,3.277513518315697e-06,4.080913114555349e-08,0.32773602237219995,35.5367657272342,0.1329223438837,60.4699484620053,0.000613014311000703,0.0003619805890961666,0.0357845988215318,0.0001630284181375,0.7055420144016645,0.10685848929759999,0.0014349338429452507,4757.501621088335,260.2736594470473
263,"electricity production, natural gas, conventional power plant",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,,"electricity production, natural gas, conventional power plant (DE)",KWh,1.0,DE,0.0001599764009913,7.563230331550761e-05,4.244005133762905e-07,0.0001861548571526,1.1062052229220083e-09,1.5010038426174273e-08,1.7592013668282718e-10,5.646647676181625e-07,1.1029594274455476e-09,2.3233275230432347e-11,8.907074995450993e-08,2.477206516565541e-05,2.0387544810304253e-08,6.119878599095047e-05,5.24857883100466e-10,1.0250307228452636e-10,4.770663619563047e-09,7.646821819702549e-08,0.0023280990792887,5.4421526523587266e-08,2.8906524554945067e-10,3.819969504188756e-08,7.687747589547769e-05
264,"wind power plant construction, 800kW, moving parts",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,"Wind power plant, moving parts (Nordex N50/800 plant)","wind power plant construction, 800kW, moving parts (GLO)",MW,0.8,GLO,1374.0798649679346,3692.7898350935425,5.385302860724996,1710.3243409639097,1.2597100880740513,0.06744040645605037,0.0008003701632548,5.578505175055588,0.0373621877256456,7.019196990231723e-05,0.53984213316379,1949.2983528966915,9.5950991978968,3162.349030671999,0.0024007677591749996,0.00092584028324625,4.025776424378582,0.6703301681710193,916.8918041127184,0.19506560485800836,0.000280008740008625,50.59649567855421,4661.311746135449
265,"nuclear power plant construction, boiling water reactor 1000MW",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,Boiling water reactor - DE,"nuclear power plant construction, boiling water reactor 1000MW (DE)",MW,1000.0,DE,547.025712126509,583495.1182152751,3.8470915820371143,1409.7631785824276,0.01432530144726548,0.18326816579008784,2.5948505133347366,4.679815804230943,5808.048391852713,0.3992453463081022,1.3973938129640238,1287.4185054796162,0.37587939257014663,898.0029950095383,0.0021079831339736645,0.0010478138668197098,0.09373710626661286,681.303412165202,1087937.3404698477,8.871187980262574,0.002876050083646718,1.1545493333051773,487.70210085009626
266,"electricity production, nuclear, pressure water reactor",ei_cutoff_3.10_remind_SSP2-PkBudg650_2050 2025-10-10,,"electricity production, nuclear, pressure water reactor (CH)",kWh,1.0,CH,1.1284296903857434e-05,1.4316414182016712e-05,4.063611164211575e-08,1.1876099539794104e-05,1.2002740582508026e-10,2.402206392692319e-09,2.0483451050981757e-11,6.69451092836353e-08,1.877579675602773e-08,3.3392245632704684e-12,1.1119555375038669e-08,5.660201594081972e-06,7.801788800718558e-09,1.072825610674508e-05,1.4985176989641772e-11,9.011845332053256e-12,2.351527760591381e-09,5.133603989285688e-09,2.5695097323914627e-05,3.200183367888264e-08,8.277506794328592e-11,6.147887410148596e-09,6.351973995127544e-06
